"user_id","feature_enabled","experiment_selected_date","event_date","games_played","revenue"
123,0,2018-01-23,2018-01-24,6,0
127,1,2018-01-20,2018-01-19,0,0
127,1,2018-01-20,2018-01-20,10,0
127,1,2018-01-20,2018-01-21,5,0
127,1,2018-01-20,2018-01-22,6,0
127,1,2018-01-20,2018-01-23,5,0
127,1,2018-01-20,2018-01-24,5,0
133,0,2018-01-17,2018-01-15,5,0
133,0,2018-01-17,2018-01-16,2,0
133,0,2018-01-17,2018-01-17,13,0
133,0,2018-01-17,2018-01-19,12,0
133,0,2018-01-17,2018-01-20,1,0
133,0,2018-01-17,2018-01-21,1,0
133,0,2018-01-17,2018-01-22,0,0
133,0,2018-01-17,2018-01-23,0,0
133,0,2018-01-17,2018-01-24,1,0
142,0,2018-01-18,2018-01-18,20,0
143,0,2018-01-17,2018-01-15,6,0
143,0,2018-01-17,2018-01-17,6,0
143,0,2018-01-17,2018-01-19,4,0
143,0,2018-01-17,2018-01-22,16,0
147,0,2018-01-17,2018-01-17,6,0
147,0,2018-01-17,2018-01-20,4,0
147,0,2018-01-17,2018-01-21,5,0
147,0,2018-01-17,2018-01-23,5,0
147,0,2018-01-17,2018-01-24,4,0
152,0,2018-01-17,2018-01-16,11,0
152,0,2018-01-17,2018-01-17,11,0
152,0,2018-01-17,2018-01-18,1,0
152,0,2018-01-17,2018-01-19,5,0
152,0,2018-01-17,2018-01-21,1,0
152,0,2018-01-17,2018-01-22,3,0
152,0,2018-01-17,2018-01-24,2,0
159,0,2018-01-17,2018-01-17,1,0
159,0,2018-01-17,2018-01-18,1,0
159,0,2018-01-17,2018-01-21,2,0
159,0,2018-01-17,2018-01-23,1,0
159,0,2018-01-17,2018-01-24,2,0
164,0,2018-01-17,2018-01-15,0,0
164,0,2018-01-17,2018-01-16,0,0
164,0,2018-01-17,2018-01-17,5,0
164,0,2018-01-17,2018-01-18,5,0
164,0,2018-01-17,2018-01-20,16,0
164,0,2018-01-17,2018-01-21,5,0
164,0,2018-01-17,2018-01-22,0,0
164,0,2018-01-17,2018-01-23,7,0
164,0,2018-01-17,2018-01-24,19,0
173,1,2018-01-22,2018-01-22,21,0
173,1,2018-01-22,2018-01-23,8,0
173,1,2018-01-22,2018-01-24,0,0
176,1,2018-01-17,2018-01-17,2,0
176,1,2018-01-17,2018-01-22,5,0
176,1,2018-01-17,2018-01-23,9,0
179,1,2018-01-17,2018-01-15,25,0
179,1,2018-01-17,2018-01-16,16,0
179,1,2018-01-17,2018-01-17,27,0
179,1,2018-01-17,2018-01-18,32,0
179,1,2018-01-17,2018-01-19,35,0
179,1,2018-01-17,2018-01-20,18,0
179,1,2018-01-17,2018-01-21,25,0
179,1,2018-01-17,2018-01-22,18,0
179,1,2018-01-17,2018-01-23,23,0
179,1,2018-01-17,2018-01-24,20,0
189,1,2018-01-17,2018-01-17,6,0
189,1,2018-01-17,2018-01-18,9,0
189,1,2018-01-17,2018-01-19,6,0
192,0,2018-01-17,2018-01-15,27,0
192,0,2018-01-17,2018-01-16,35,0
192,0,2018-01-17,2018-01-17,23,0
192,0,2018-01-17,2018-01-18,31,0
192,0,2018-01-17,2018-01-19,22,0
192,0,2018-01-17,2018-01-20,26,0
192,0,2018-01-17,2018-01-21,29,0
192,0,2018-01-17,2018-01-22,5,0
192,0,2018-01-17,2018-01-23,1,0
192,0,2018-01-17,2018-01-24,4,0
202,0,2018-01-17,2018-01-15,0,0
202,0,2018-01-17,2018-01-16,0,0
202,0,2018-01-17,2018-01-17,0,0
202,0,2018-01-17,2018-01-19,0,0
202,0,2018-01-17,2018-01-21,0,0
202,0,2018-01-17,2018-01-22,5,0
202,0,2018-01-17,2018-01-23,0,0
202,0,2018-01-17,2018-01-24,0,1.99
210,1,2018-01-18,2018-01-17,5,0
210,1,2018-01-18,2018-01-18,3,0
210,1,2018-01-18,2018-01-19,5,0
210,1,2018-01-18,2018-01-22,7,0
210,1,2018-01-18,2018-01-23,5,0
210,1,2018-01-18,2018-01-24,7,0
216,1,2018-01-17,2018-01-15,5,0
216,1,2018-01-17,2018-01-17,10,0
216,1,2018-01-17,2018-01-18,6,0
216,1,2018-01-17,2018-01-19,5,0
216,1,2018-01-17,2018-01-20,5,0
216,1,2018-01-17,2018-01-21,10,0
216,1,2018-01-17,2018-01-22,10,0
216,1,2018-01-17,2018-01-23,5,0
216,1,2018-01-17,2018-01-24,5,0
225,1,2018-01-17,2018-01-15,14,0
225,1,2018-01-17,2018-01-16,12,0
225,1,2018-01-17,2018-01-17,28,0
225,1,2018-01-17,2018-01-18,21,0
225,1,2018-01-17,2018-01-19,15,0
225,1,2018-01-17,2018-01-20,21,0
225,1,2018-01-17,2018-01-21,11,0
225,1,2018-01-17,2018-01-22,15,0
225,1,2018-01-17,2018-01-23,20,0
225,1,2018-01-17,2018-01-24,25,0
235,1,2018-01-17,2018-01-15,11,0
235,1,2018-01-17,2018-01-16,23,0
235,1,2018-01-17,2018-01-17,13,0
235,1,2018-01-17,2018-01-18,19,3.98
235,1,2018-01-17,2018-01-19,15,0
235,1,2018-01-17,2018-01-20,12,3.98
235,1,2018-01-17,2018-01-21,13,0
235,1,2018-01-17,2018-01-22,18,0
235,1,2018-01-17,2018-01-23,5,0
235,1,2018-01-17,2018-01-24,16,0
245,0,2018-01-17,2018-01-16,7,0
245,0,2018-01-17,2018-01-17,4,0
245,0,2018-01-17,2018-01-18,9,0
248,1,2018-01-17,2018-01-15,17,0
248,1,2018-01-17,2018-01-16,26,0
248,1,2018-01-17,2018-01-17,27,0
248,1,2018-01-17,2018-01-18,22,0
248,1,2018-01-17,2018-01-19,25,0
248,1,2018-01-17,2018-01-20,14,0
248,1,2018-01-17,2018-01-21,28,0
248,1,2018-01-17,2018-01-22,8,0
248,1,2018-01-17,2018-01-23,0,0
248,1,2018-01-17,2018-01-24,11,3.98
258,1,2018-01-19,2018-01-18,1,0
258,1,2018-01-19,2018-01-19,1,0
258,1,2018-01-19,2018-01-20,16,0
258,1,2018-01-19,2018-01-22,1,0
258,1,2018-01-19,2018-01-23,9,0
258,1,2018-01-19,2018-01-24,11,0
264,0,2018-01-21,2018-01-21,5,0
265,0,2018-01-18,2018-01-18,18,0
265,0,2018-01-18,2018-01-19,37,0
265,0,2018-01-18,2018-01-20,30,0
265,0,2018-01-18,2018-01-21,26,0
265,0,2018-01-18,2018-01-22,12,0
265,0,2018-01-18,2018-01-23,8,0
265,0,2018-01-18,2018-01-24,20,0
272,0,2018-01-18,2018-01-18,6,0
272,0,2018-01-18,2018-01-19,12,0
272,0,2018-01-18,2018-01-22,2,0
272,0,2018-01-18,2018-01-23,0,0
272,0,2018-01-18,2018-01-24,5,0
277,1,2018-01-18,2018-01-16,6,0
277,1,2018-01-18,2018-01-17,7,0
277,1,2018-01-18,2018-01-18,7,0
277,1,2018-01-18,2018-01-19,11,0
277,1,2018-01-18,2018-01-20,12,0
277,1,2018-01-18,2018-01-21,14,0
277,1,2018-01-18,2018-01-22,0,0
277,1,2018-01-18,2018-01-23,0,0
277,1,2018-01-18,2018-01-24,0,0
286,0,2018-01-18,2018-01-16,12,0
286,0,2018-01-18,2018-01-18,6,0
286,0,2018-01-18,2018-01-19,8,0
286,0,2018-01-18,2018-01-21,6,0
286,0,2018-01-18,2018-01-22,10,0
286,0,2018-01-18,2018-01-23,3,0
286,0,2018-01-18,2018-01-24,10,0
293,1,2018-01-17,2018-01-15,26,0
293,1,2018-01-17,2018-01-16,29,0
293,1,2018-01-17,2018-01-17,28,0
293,1,2018-01-17,2018-01-18,19,0
293,1,2018-01-17,2018-01-19,18,0
293,1,2018-01-17,2018-01-20,25,0
293,1,2018-01-17,2018-01-21,27,0
293,1,2018-01-17,2018-01-22,24,0
293,1,2018-01-17,2018-01-23,22,0
293,1,2018-01-17,2018-01-24,21,0
303,0,2018-01-18,2018-01-16,12,0
303,0,2018-01-18,2018-01-17,7,0
303,0,2018-01-18,2018-01-18,9,0
303,0,2018-01-18,2018-01-22,10,0
303,0,2018-01-18,2018-01-24,5,0
308,0,2018-01-17,2018-01-15,15,0
308,0,2018-01-17,2018-01-16,18,0
308,0,2018-01-17,2018-01-17,14,0
308,0,2018-01-17,2018-01-18,7,0
308,0,2018-01-17,2018-01-19,7,0
308,0,2018-01-17,2018-01-20,16,0
308,0,2018-01-17,2018-01-21,14,0
308,0,2018-01-17,2018-01-22,19,0
308,0,2018-01-17,2018-01-24,2,0
317,0,2018-01-23,2018-01-23,0,0
318,1,2018-01-17,2018-01-16,6,0
318,1,2018-01-17,2018-01-17,5,0
318,1,2018-01-17,2018-01-18,6,0
318,1,2018-01-17,2018-01-19,6,0
318,1,2018-01-17,2018-01-20,5,0
318,1,2018-01-17,2018-01-21,14,0
318,1,2018-01-17,2018-01-23,5,0
318,1,2018-01-17,2018-01-24,10,0
326,0,2018-01-18,2018-01-16,8,0
326,0,2018-01-18,2018-01-18,5,0
326,0,2018-01-18,2018-01-19,6,0
326,0,2018-01-18,2018-01-20,0,0
326,0,2018-01-18,2018-01-22,11,0
326,0,2018-01-18,2018-01-23,7,0
326,0,2018-01-18,2018-01-24,6,0
333,0,2018-01-17,2018-01-17,7,0
333,0,2018-01-17,2018-01-19,17,0
335,1,2018-01-17,2018-01-15,30,0
335,1,2018-01-17,2018-01-16,22,0
335,1,2018-01-17,2018-01-17,18,0
335,1,2018-01-17,2018-01-18,16,0
335,1,2018-01-17,2018-01-19,32,0
335,1,2018-01-17,2018-01-20,23,0
335,1,2018-01-17,2018-01-21,36,0
335,1,2018-01-17,2018-01-22,9,0
335,1,2018-01-17,2018-01-23,3,0
335,1,2018-01-17,2018-01-24,20,0
345,1,2018-01-19,2018-01-19,5,0
345,1,2018-01-19,2018-01-20,8,0
345,1,2018-01-19,2018-01-21,10,0
345,1,2018-01-19,2018-01-22,9,0
345,1,2018-01-19,2018-01-23,4,0
345,1,2018-01-19,2018-01-24,2,0
351,1,2018-01-19,2018-01-17,0,0
351,1,2018-01-19,2018-01-19,5,0
351,1,2018-01-19,2018-01-20,6,0
351,1,2018-01-19,2018-01-21,8,0
355,1,2018-01-17,2018-01-15,11,0
355,1,2018-01-17,2018-01-16,5,0
355,1,2018-01-17,2018-01-17,13,0
355,1,2018-01-17,2018-01-18,25,0
355,1,2018-01-17,2018-01-19,17,0
355,1,2018-01-17,2018-01-20,17,0
355,1,2018-01-17,2018-01-21,13,0
355,1,2018-01-17,2018-01-22,11,0
355,1,2018-01-17,2018-01-23,12,0
355,1,2018-01-17,2018-01-24,13,0
365,1,2018-01-20,2018-01-20,8,0
366,0,2018-01-21,2018-01-21,13,0
367,1,2018-01-21,2018-01-20,8,0
367,1,2018-01-21,2018-01-21,2,0
367,1,2018-01-21,2018-01-24,17,0
370,1,2018-01-18,2018-01-18,5,0
371,0,2018-01-17,2018-01-15,5,0
371,0,2018-01-17,2018-01-16,7,0
371,0,2018-01-17,2018-01-17,3,0
371,0,2018-01-17,2018-01-18,5,0
371,0,2018-01-17,2018-01-19,5,0
371,0,2018-01-17,2018-01-20,13,0
371,0,2018-01-17,2018-01-21,4,0
371,0,2018-01-17,2018-01-22,4,0
371,0,2018-01-17,2018-01-23,6,0
371,0,2018-01-17,2018-01-24,4,0
381,1,2018-01-20,2018-01-20,1,0
381,1,2018-01-20,2018-01-22,3,0
381,1,2018-01-20,2018-01-24,1,0
384,0,2018-01-18,2018-01-18,2,0
384,0,2018-01-18,2018-01-19,6,0
384,0,2018-01-18,2018-01-21,0,0
384,0,2018-01-18,2018-01-22,0,0
388,0,2018-01-17,2018-01-17,6,0
388,0,2018-01-17,2018-01-20,6,0
390,1,2018-01-19,2018-01-18,11,0
390,1,2018-01-19,2018-01-19,21,0
390,1,2018-01-19,2018-01-20,20,0
390,1,2018-01-19,2018-01-21,3,0
390,1,2018-01-19,2018-01-22,6,0
390,1,2018-01-19,2018-01-23,13,0
390,1,2018-01-19,2018-01-24,14,0
397,0,2018-01-20,2018-01-20,5,0
397,0,2018-01-20,2018-01-24,1,0
399,0,2018-01-21,2018-01-21,6,0
400,1,2018-01-18,2018-01-16,5,0
400,1,2018-01-18,2018-01-18,7,0
400,1,2018-01-18,2018-01-20,5,0
400,1,2018-01-18,2018-01-21,6,0
400,1,2018-01-18,2018-01-24,1,0
405,0,2018-01-17,2018-01-15,6,0
405,0,2018-01-17,2018-01-17,21,0
405,0,2018-01-17,2018-01-18,18,0
405,0,2018-01-17,2018-01-19,6,0
405,0,2018-01-17,2018-01-20,22,0
405,0,2018-01-17,2018-01-21,21,0
405,0,2018-01-17,2018-01-22,19,0
405,0,2018-01-17,2018-01-23,26,0
405,0,2018-01-17,2018-01-24,24,0
414,1,2018-01-17,2018-01-15,18,0
414,1,2018-01-17,2018-01-16,23,0
414,1,2018-01-17,2018-01-17,13,0
414,1,2018-01-17,2018-01-18,9,0
414,1,2018-01-17,2018-01-19,10,0
414,1,2018-01-17,2018-01-20,15,0
414,1,2018-01-17,2018-01-21,22,0
414,1,2018-01-17,2018-01-22,16,0
414,1,2018-01-17,2018-01-23,19,0
414,1,2018-01-17,2018-01-24,11,0
424,0,2018-01-17,2018-01-15,7,0
424,0,2018-01-17,2018-01-16,10,0
424,0,2018-01-17,2018-01-17,13,0
424,0,2018-01-17,2018-01-18,5,0
424,0,2018-01-17,2018-01-19,8,0
424,0,2018-01-17,2018-01-20,11,0
424,0,2018-01-17,2018-01-23,8,0
431,1,2018-01-19,2018-01-19,6,0
431,1,2018-01-19,2018-01-20,6,0
431,1,2018-01-19,2018-01-21,7,0
431,1,2018-01-19,2018-01-22,12,0
431,1,2018-01-19,2018-01-23,13,0
431,1,2018-01-19,2018-01-24,23,0
437,1,2018-01-17,2018-01-16,9,0
437,1,2018-01-17,2018-01-17,12,0
437,1,2018-01-17,2018-01-18,6,0
437,1,2018-01-17,2018-01-19,23,0
437,1,2018-01-17,2018-01-20,26,0
437,1,2018-01-17,2018-01-21,10,0
437,1,2018-01-17,2018-01-22,16,0
437,1,2018-01-17,2018-01-23,5,0
437,1,2018-01-17,2018-01-24,3,0
446,0,2018-01-19,2018-01-18,4,0
446,0,2018-01-19,2018-01-19,1,0
446,0,2018-01-19,2018-01-20,3,0
449,1,2018-01-21,2018-01-19,17,0
449,1,2018-01-21,2018-01-20,5,0
449,1,2018-01-21,2018-01-21,31,0
449,1,2018-01-21,2018-01-22,25,0
449,1,2018-01-21,2018-01-23,24,0
449,1,2018-01-21,2018-01-24,20,0
455,0,2018-01-21,2018-01-21,1,0
456,0,2018-01-18,2018-01-16,1,0
456,0,2018-01-18,2018-01-17,14,0
456,0,2018-01-18,2018-01-18,11,0
456,0,2018-01-18,2018-01-19,7,0
456,0,2018-01-18,2018-01-20,8,0
456,0,2018-01-18,2018-01-21,15,0
456,0,2018-01-18,2018-01-22,5,0
463,1,2018-01-19,2018-01-19,34,0
463,1,2018-01-19,2018-01-20,25,0
463,1,2018-01-19,2018-01-21,26,0
463,1,2018-01-19,2018-01-22,23,0
463,1,2018-01-19,2018-01-23,24,0
463,1,2018-01-19,2018-01-24,25,0
469,0,2018-01-17,2018-01-15,4,0
469,0,2018-01-17,2018-01-16,2,0
469,0,2018-01-17,2018-01-17,3,0
469,0,2018-01-17,2018-01-18,3,0
469,0,2018-01-17,2018-01-19,10,0
469,0,2018-01-17,2018-01-20,0,0
469,0,2018-01-17,2018-01-21,6,0
469,0,2018-01-17,2018-01-22,5,0
469,0,2018-01-17,2018-01-23,5,0
469,0,2018-01-17,2018-01-24,10,0
479,1,2018-01-17,2018-01-15,26,0
479,1,2018-01-17,2018-01-16,15,0
479,1,2018-01-17,2018-01-17,10,0
479,1,2018-01-17,2018-01-18,8,0
479,1,2018-01-17,2018-01-19,14,0
479,1,2018-01-17,2018-01-20,5,0
479,1,2018-01-17,2018-01-21,30,0
479,1,2018-01-17,2018-01-22,28,0
479,1,2018-01-17,2018-01-23,26,0
479,1,2018-01-17,2018-01-24,13,0
489,1,2018-01-23,2018-01-23,19,0
490,0,2018-01-19,2018-01-19,5,0
490,0,2018-01-19,2018-01-20,2,0
492,1,2018-01-17,2018-01-15,25,0
492,1,2018-01-17,2018-01-16,11,0
492,1,2018-01-17,2018-01-17,5,0
492,1,2018-01-17,2018-01-18,7,0
492,1,2018-01-17,2018-01-19,7,0
492,1,2018-01-17,2018-01-20,7,0
498,1,2018-01-17,2018-01-15,28,0
498,1,2018-01-17,2018-01-17,3,0
498,1,2018-01-17,2018-01-18,8,0
498,1,2018-01-17,2018-01-19,3,0
498,1,2018-01-17,2018-01-20,8,0
498,1,2018-01-17,2018-01-21,14,0
498,1,2018-01-17,2018-01-22,2,0
498,1,2018-01-17,2018-01-23,25,0
498,1,2018-01-17,2018-01-24,26,0
507,1,2018-01-17,2018-01-17,1,0
507,1,2018-01-17,2018-01-18,2,0
507,1,2018-01-17,2018-01-19,0,0
507,1,2018-01-17,2018-01-20,1,0
507,1,2018-01-17,2018-01-22,0,0
507,1,2018-01-17,2018-01-23,0,0
507,1,2018-01-17,2018-01-24,1,0
514,1,2018-01-18,2018-01-16,19,0
514,1,2018-01-18,2018-01-17,14,0
514,1,2018-01-18,2018-01-18,13,0
514,1,2018-01-18,2018-01-19,29,0
514,1,2018-01-18,2018-01-20,19,0
514,1,2018-01-18,2018-01-21,42,0
514,1,2018-01-18,2018-01-22,14,0
514,1,2018-01-18,2018-01-23,15,0
514,1,2018-01-18,2018-01-24,17,0
523,1,2018-01-20,2018-01-20,30,0
523,1,2018-01-20,2018-01-21,19,0
525,0,2018-01-19,2018-01-19,6,0
525,0,2018-01-19,2018-01-20,3,0
527,0,2018-01-19,2018-01-19,6,0
527,0,2018-01-19,2018-01-20,9,0
529,0,2018-01-17,2018-01-15,9,0
529,0,2018-01-17,2018-01-16,12,0
529,0,2018-01-17,2018-01-17,10,0
529,0,2018-01-17,2018-01-19,2,0
529,0,2018-01-17,2018-01-21,9,0
529,0,2018-01-17,2018-01-22,2,0
529,0,2018-01-17,2018-01-23,10,0
536,0,2018-01-18,2018-01-16,11,0
536,0,2018-01-18,2018-01-17,4,0
536,0,2018-01-18,2018-01-18,4,0
536,0,2018-01-18,2018-01-19,6,0
536,0,2018-01-18,2018-01-20,2,0
536,0,2018-01-18,2018-01-21,7,0
536,0,2018-01-18,2018-01-22,7,0
536,0,2018-01-18,2018-01-23,5,0
536,0,2018-01-18,2018-01-24,2,0
545,1,2018-01-17,2018-01-17,3,0
545,1,2018-01-17,2018-01-19,5,0
545,1,2018-01-17,2018-01-20,7,0
545,1,2018-01-17,2018-01-22,6,0
545,1,2018-01-17,2018-01-23,5,0
545,1,2018-01-17,2018-01-24,9,0
551,1,2018-01-17,2018-01-15,6,0
551,1,2018-01-17,2018-01-16,3,0
551,1,2018-01-17,2018-01-17,7,0
551,1,2018-01-17,2018-01-18,5,0
551,1,2018-01-17,2018-01-19,6,0
551,1,2018-01-17,2018-01-20,4,0
551,1,2018-01-17,2018-01-21,9,0
551,1,2018-01-17,2018-01-22,2,0
551,1,2018-01-17,2018-01-23,10,0
551,1,2018-01-17,2018-01-24,6,0
561,1,2018-01-23,2018-01-23,0,0
562,1,2018-01-19,2018-01-19,4,1.99
562,1,2018-01-19,2018-01-20,13,1.99
562,1,2018-01-19,2018-01-21,23,0
562,1,2018-01-19,2018-01-22,0,0
562,1,2018-01-19,2018-01-23,0,0
562,1,2018-01-19,2018-01-24,0,0
568,0,2018-01-21,2018-01-21,31,0
568,0,2018-01-21,2018-01-24,11,0
570,1,2018-01-17,2018-01-17,1,0
570,1,2018-01-17,2018-01-18,4,0
570,1,2018-01-17,2018-01-20,5,0
570,1,2018-01-17,2018-01-22,3,0
574,0,2018-01-17,2018-01-15,7,0
574,0,2018-01-17,2018-01-16,5,0
574,0,2018-01-17,2018-01-17,7,0
574,0,2018-01-17,2018-01-18,13,0
574,0,2018-01-17,2018-01-19,8,0
574,0,2018-01-17,2018-01-21,5,0
574,0,2018-01-17,2018-01-22,7,0
574,0,2018-01-17,2018-01-23,17,0
574,0,2018-01-17,2018-01-24,12,0
583,1,2018-01-21,2018-01-21,12,0
583,1,2018-01-21,2018-01-22,0,0
583,1,2018-01-21,2018-01-24,0,0
586,0,2018-01-17,2018-01-16,5,0
586,0,2018-01-17,2018-01-17,8,0
586,0,2018-01-17,2018-01-19,5,0
586,0,2018-01-17,2018-01-20,1,0
586,0,2018-01-17,2018-01-21,6,0
586,0,2018-01-17,2018-01-22,6,0
586,0,2018-01-17,2018-01-23,5,0
586,0,2018-01-17,2018-01-24,10,0
594,0,2018-01-20,2018-01-20,2,0
595,0,2018-01-17,2018-01-15,9,0
595,0,2018-01-17,2018-01-16,3,0
595,0,2018-01-17,2018-01-17,30,0
595,0,2018-01-17,2018-01-18,31,0
595,0,2018-01-17,2018-01-19,23,0
595,0,2018-01-17,2018-01-20,4,0
595,0,2018-01-17,2018-01-21,15,0
595,0,2018-01-17,2018-01-22,11,0
595,0,2018-01-17,2018-01-23,14,0
595,0,2018-01-17,2018-01-24,27,0
605,0,2018-01-17,2018-01-15,11,0
605,0,2018-01-17,2018-01-16,13,0
605,0,2018-01-17,2018-01-17,9,0
605,0,2018-01-17,2018-01-18,13,0
605,0,2018-01-17,2018-01-19,12,0
605,0,2018-01-17,2018-01-20,9,0
605,0,2018-01-17,2018-01-21,5,0
612,0,2018-01-17,2018-01-15,0,0
612,0,2018-01-17,2018-01-16,3,0
612,0,2018-01-17,2018-01-17,2,0
612,0,2018-01-17,2018-01-18,2,0
612,0,2018-01-17,2018-01-19,3,0
612,0,2018-01-17,2018-01-20,1,0
612,0,2018-01-17,2018-01-21,1,0
612,0,2018-01-17,2018-01-22,0,0
612,0,2018-01-17,2018-01-24,0,0
621,1,2018-01-17,2018-01-15,2,0
621,1,2018-01-17,2018-01-16,27,0
621,1,2018-01-17,2018-01-17,31,0
621,1,2018-01-17,2018-01-18,37,0
621,1,2018-01-17,2018-01-19,20,0
621,1,2018-01-17,2018-01-20,24,0
621,1,2018-01-17,2018-01-21,33,0
621,1,2018-01-17,2018-01-22,7,0
621,1,2018-01-17,2018-01-23,23,0
621,1,2018-01-17,2018-01-24,13,0
631,1,2018-01-19,2018-01-17,5,0
631,1,2018-01-19,2018-01-19,5,0
